[ 2025-05-05 12:48:13,793 ] 19 root - INFO - Initiate the data ingestion
[ 2025-05-05 12:48:16,420 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-05-05 12:48:16,420 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-05-05 12:48:16,421 ] 75 root - INFO - Exporting train and test file path.
[ 2025-05-05 12:48:16,508 ] 84 root - INFO - Exported train and test file path.
[ 2025-05-05 12:48:16,508 ] 21 root - INFO - Data Initiation Completed
[ 2025-05-05 12:48:16,521 ] 25 root - INFO - Initiate the data Validation
[ 2025-05-05 12:48:16,622 ] 32 root - INFO - Required number of columns:2
[ 2025-05-05 12:48:16,623 ] 33 root - INFO - Data frame has columns:31
[ 2025-05-05 12:48:16,623 ] 32 root - INFO - Required number of columns:2
[ 2025-05-05 12:48:16,623 ] 33 root - INFO - Data frame has columns:31
[ 2025-05-05 12:48:16,851 ] 27 root - INFO - data Validation Completed
[ 2025-05-05 12:48:16,852 ] 30 root - INFO - data Transformation started
[ 2025-05-05 12:48:16,852 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-05-05 12:48:16,852 ] 65 root - INFO - Starting data transformation
[ 2025-05-05 12:48:16,890 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-05-05 12:48:16,891 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-05-05 12:48:16,910 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-05 12:48:16,916 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-05 12:48:16,916 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-05 12:48:16,920 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-05 12:48:16,923 ] 34 root - INFO - data Transformation completed
[ 2025-05-05 12:48:16,923 ] 36 root - INFO - Model Training sstared
