[ 2025-05-05 13:03:39,697 ] 19 root - INFO - Initiate the data ingestion
[ 2025-05-05 13:03:42,710 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-05-05 13:03:42,711 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-05-05 13:03:42,712 ] 75 root - INFO - Exporting train and test file path.
[ 2025-05-05 13:03:42,791 ] 84 root - INFO - Exported train and test file path.
[ 2025-05-05 13:03:42,792 ] 21 root - INFO - Data Initiation Completed
[ 2025-05-05 13:03:42,805 ] 25 root - INFO - Initiate the data Validation
[ 2025-05-05 13:03:42,920 ] 32 root - INFO - Required number of columns:2
[ 2025-05-05 13:03:42,920 ] 33 root - INFO - Data frame has columns:31
[ 2025-05-05 13:03:42,920 ] 32 root - INFO - Required number of columns:2
[ 2025-05-05 13:03:42,921 ] 33 root - INFO - Data frame has columns:31
[ 2025-05-05 13:03:43,158 ] 27 root - INFO - data Validation Completed
[ 2025-05-05 13:03:43,158 ] 30 root - INFO - data Transformation started
[ 2025-05-05 13:03:43,159 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-05-05 13:03:43,159 ] 65 root - INFO - Starting data transformation
[ 2025-05-05 13:03:43,198 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-05-05 13:03:43,198 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-05-05 13:03:43,224 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-05 13:03:43,230 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-05 13:03:43,230 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-05 13:03:43,236 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-05 13:03:43,241 ] 34 root - INFO - data Transformation completed
[ 2025-05-05 13:03:43,241 ] 36 root - INFO - Model Training sstared
[ 2025-05-05 13:09:54,428 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-05 13:09:54,511 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-05 13:09:54,512 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-05 13:09:54,573 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-05 13:09:54,574 ] 104 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_05_2025_13_03_33\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9916355940743726, precision_score=0.9899396378269618, recall_score=0.9933373712901272), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9694971145919209, precision_score=0.9623567921440261, recall_score=0.9767441860465116))
[ 2025-05-05 13:09:54,580 ] 41 root - INFO - Model Training artifact created
